urb,age,hhchildsuppgrant,no_schooling,secondary,female,married,groupafrican,groupcoloured,hourlyincome,agemp
0,44,0,0,0,0,1,1,0,2.8650606,0
1,36,0,0,0,0,1,1,0,2.1418567,0
1,28,0,0,1,0,0,1,0,2.3245471,0
1,43,0,0,1,0,1,1,0,2.5760098,0
0,37,0,0,1,0,1,1,0,3.2122982,0
0,41,0,0,0,0,1,1,0,2.6245115,0
0,37,0,0,1,0,1,1,0,1.969874,0
0,55,0,0,0,0,1,1,0,3.0152419,0
0,34,0,0,0,1,0,1,0,2.3265488,0
0,50,0,0,1,0,1,0,0,4.7424626,0
1,28,1,0,0,0,1,1,0,3.3561685,0
1,27,0,1,0,0,0,1,0,2.4398777,0
0,55,0,0,0,1,0,1,0,2.1521957,0
0,45,0,0,0,1,0,1,0,2.4398777,0
0,43,0,0,0,1,1,1,0,1.3412654,0
0,25,0,0,0,1,0,1,0,1.4182265,0
0,28,0,0,0,0,1,0,0,3.5793118,0
0,22,1,0,0,0,0,1,0,2.1136858,0
0,30,0,0,0,1,0,1,0,1.8949965,0
0,35,0,0,0,0,1,1,0,3.0787668,0
0,34,0,0,0,1,1,1,0,2.0832028,0
1,55,0,0,0,0,1,1,0,1.2359049,0
0,38,0,1,0,0,1,1,0,1.1225762,1
0,37,0,0,0,1,1,1,0,1.4403411,1
1,59,0,1,0,1,0,1,0,1.9698741,0
0,23,0,0,1,0,0,1,0,2.4013679,0
1,47,0,0,1,1,0,1,0,1.6514205,0
0,41,0,0,0,1,1,1,0,1.523587,1
0,49,0,0,1,0,0,1,0,1.9896767,0
0,59,0,0,0,1,1,1,0,2.5760098,0
0,48,0,1,0,0,1,1,0,2.4421899,0
1,48,0,0,1,0,1,1,0,4.7039533,0
1,30,0,0,0,1,0,1,0,3.4959304,0
0,50,0,0,1,0,1,1,0,3.3153465,0
1,40,0,0,0,0,1,1,0,4.7548852,0
1,43,0,0,0,0,1,1,0,2.2575562,0
0,29,0,0,0,0,0,1,0,3.0945151,0
0,38,0,0,1,0,0,1,0,3.9315326,0
0,62,0,0,0,0,1,1,0,2.8556232,0
0,34,0,0,0,1,1,1,0,2.285727,0
1,60,0,0,0,1,1,1,0,2.4398777,0
0,23,0,0,0,0,1,0,0,3.7248194,0
0,40,0,0,1,0,1,1,0,3.3176587,0
0,61,0,1,0,0,1,1,0,3.5495398,0
1,29,0,0,0,1,0,1,0,1.9290521,0
0,36,0,0,0,1,1,1,0,3.2945364,0
0,29,0,0,1,0,0,1,0,2.7965527,0
0,54,0,0,0,1,1,1,0,3.0276644,0
0,31,0,1,0,0,0,1,0,2.806833,0
1,43,0,0,0,0,1,1,0,3.420707,0
0,32,0,0,0,1,1,0,0,3.3561683,1
0,46,0,0,0,0,1,1,0,3.0299766,0
0,39,0,0,1,1,0,1,0,2.7965527,0
1,57,0,0,0,0,1,1,0,3.4514785,0
0,47,0,0,0,1,1,1,0,3.0787668,0
1,56,0,0,1,1,1,1,0,1.5437896,0
0,31,0,0,1,1,1,1,0,1.0899509,0
0,23,0,0,1,0,0,1,0,2.6245115,0
0,26,0,0,0,0,0,0,0,3.6438506,0
0,36,0,0,0,0,1,1,0,3.49998,0
0,36,0,0,0,0,0,1,0,0.95827323,1
0,37,0,0,0,0,0,1,0,2.0083253,0
1,44,0,0,0,0,1,1,0,2.5677111,0
0,62,0,0,0,0,1,1,0,2.9507034,0
0,32,0,0,0,0,0,1,0,2.0249338,0
0,43,0,1,0,0,1,1,0,0.89943266,1
0,30,0,0,0,0,0,1,0,2.2167342,0
1,25,0,0,0,0,0,1,0,2.5760098,0
1,40,1,0,0,0,0,1,0,1.3412653,0
1,37,0,0,1,0,0,1,0,2.0491474,0
1,45,0,1,0,1,0,1,0,2.1521957,0
1,50,0,0,0,1,0,1,0,2.0292976,0
0,59,1,0,0,0,1,1,0,2.2167342,0
1,50,0,0,0,0,1,1,0,2.7683818,0
0,36,0,0,1,0,1,1,0,3.1798289,0
0,26,0,0,0,0,1,0,0,4.272459,0
0,38,0,0,1,0,1,1,0,3.3484302,0
0,32,0,0,1,0,0,1,0,3.2020178,0
0,37,0,0,0,1,0,1,0,3.250808,0
1,50,0,0,0,0,1,1,0,3.6438506,0
0,30,0,0,1,1,1,1,0,3.3561685,0
0,42,0,1,0,0,1,1,0,3.2691569,0
1,47,0,0,0,0,0,1,0,2.2314687,0
0,39,0,0,1,0,0,1,0,1.969874,0
0,36,0,0,0,0,1,1,0,1.0535834,1
0,38,0,0,0,0,1,1,0,4.3006301,0
0,31,0,0,1,0,1,1,0,2.5576608,0
1,22,0,0,1,0,1,0,0,3.0152419,0
0,43,0,0,1,0,1,1,0,2.7275598,0
0,56,0,0,0,1,1,1,0,2.1034055,0
0,39,0,0,1,0,1,1,0,2.5191507,0
1,23,0,0,0,1,1,0,0,2.7683816,0
1,45,0,0,0,0,1,0,0,4.4666152,0
0,38,0,0,0,0,1,0,0,4.6371021,0
1,30,0,0,0,1,1,0,0,4.0981059,0
1,48,0,0,1,0,1,1,0,3.5689731,0
0,25,0,0,0,0,0,1,0,2.3445675,0
1,28,0,0,0,1,0,1,0,2.6630213,0
1,58,0,0,0,0,1,1,0,2.1034055,0
0,47,0,1,0,0,1,1,0,1.5280412,1
0,25,0,0,1,1,1,1,0,2.9507034,0
0,51,0,0,0,0,1,1,0,2.6245115,0
0,26,0,0,0,0,0,1,0,2.9121935,0
1,31,0,0,0,1,1,1,0,3.5793118,0
1,42,0,0,1,0,1,1,0,3.3561685,0
0,28,0,0,0,1,0,1,0,2.5881438,0
1,37,0,0,0,1,1,1,0,3.0152419,0
0,41,0,0,0,0,1,1,0,3.3969905,0
1,21,0,0,0,1,0,1,0,3.5793118,0
0,31,0,0,0,0,1,1,0,4.1546764,0
0,33,0,0,0,0,1,1,0,3.0196962,0
1,36,0,0,1,1,1,1,0,3.6438506,0
0,41,0,0,0,0,1,1,0,2.8076026,0
1,36,0,0,0,0,1,1,0,2.484482,0
0,51,0,0,0,0,1,1,0,3.7128432,0
1,53,1,0,0,1,0,1,0,4.272459,0
0,55,0,1,0,1,0,1,0,2.1885633,0
1,45,0,0,0,1,0,1,0,1.4102583,0
1,36,0,1,0,1,1,1,0,1.0737861,0
1,34,0,0,0,0,0,1,0,2.1826787,0
1,28,0,0,0,1,1,1,0,2.8453429,0
0,41,0,0,0,0,1,1,0,1.1405947,0
0,32,0,0,0,0,1,1,0,3.0299766,0
0,49,0,0,0,0,1,1,0,3.6438506,0
0,48,0,0,0,1,0,1,0,1.3412654,0
0,49,0,0,0,0,1,1,0,3.461529,0
0,36,0,0,0,1,0,1,0,1.53701,0
1,43,0,0,0,1,0,1,0,2.2960074,0
1,30,0,0,1,0,1,1,0,2.7422945,0
0,43,0,0,1,1,1,1,0,3.0299766,0
0,31,0,0,0,0,0,1,0,2.6630211,0
0,24,0,0,0,1,0,1,0,1.6634848,0
0,32,0,0,0,0,1,1,0,1.6289475,0
1,34,0,0,0,0,0,1,0,3.173847,0
0,21,0,0,0,1,0,1,0,1.6028602,1
1,57,0,0,0,0,1,1,0,1.6028602,0
1,30,0,1,0,1,0,1,0,1.1713665,0
1,22,0,0,1,0,0,1,0,2.5268891,0
0,37,0,0,0,0,1,1,0,3.4486871,0
0,44,0,0,1,0,1,1,0,2.7115228,0
0,31,0,1,0,1,0,1,0,0.6481182,1
0,33,0,0,0,0,1,1,0,2.9507034,0
0,31,0,0,1,0,0,1,0,2.6245115,0
0,45,0,0,1,0,1,1,0,3.8669941,0
1,42,0,0,1,1,0,1,0,2.0832028,0
1,39,0,0,0,1,0,1,0,2.1521957,0
1,23,0,0,1,0,0,0,0,3.6438506,0
1,58,0,0,0,1,1,1,0,3.0684862,0
1,31,0,0,0,0,0,1,0,2.6630213,0
1,42,0,0,0,1,0,1,0,2.1136858,0
0,23,0,0,0,1,1,0,0,3.3969905,0
0,45,0,0,0,0,0,1,0,2.9246159,0
1,34,0,0,0,1,1,1,0,3.461529,0
1,29,0,0,0,0,0,1,0,3.5689731,0
1,37,0,0,1,0,1,1,0,3.3048751,0
0,36,0,0,1,0,1,1,0,3.2383854,0
1,45,0,0,0,0,1,1,0,2.6630211,0
0,44,0,0,0,1,1,1,0,0.64811826,0
0,41,0,0,1,0,1,1,0,2.6630213,0
0,20,0,0,1,0,0,1,0,1.3412653,0
1,26,0,0,0,0,0,1,0,3.2531202,0
0,22,0,0,0,0,0,1,0,3.1330249,0
1,52,0,0,1,0,1,1,0,3.9172797,0
0,40,0,0,1,0,1,0,0,3.3814864,1
1,19,0,0,0,1,0,1,0,2.7965527,0
0,43,0,0,1,1,1,1,0,1.7467306,0
0,47,0,0,0,0,0,1,0,1.523587,0
1,33,0,0,0,0,1,1,0,3.4660788,0
0,32,0,0,0,0,1,1,0,1.7467306,1
0,41,0,0,1,1,1,1,0,2.3220947,0
0,47,0,0,0,0,0,1,0,2.6630213,0
0,60,0,1,0,0,1,1,0,2.2575562,1
0,44,0,0,1,0,1,0,0,2.6630213,1
0,28,0,0,0,1,0,1,0,1.8157234,0
0,58,0,1,0,0,1,1,0,1.1225762,1
0,42,0,0,0,0,1,1,0,3.4999802,0
0,28,0,0,0,0,0,1,0,2.2062628,0
0,43,0,0,1,0,1,1,0,3.1738467,0
0,26,0,1,0,1,0,1,0,1.0928041,1
1,28,0,0,0,1,0,1,0,1.6777376,0
1,42,0,0,1,0,0,1,0,3.5044343,0
1,31,0,0,0,1,0,1,0,2.1521957,0
1,26,0,0,1,1,0,1,0,2.519151,0
1,35,0,0,0,0,0,1,0,3.617763,0
0,59,0,0,0,1,1,1,0,1.4102583,0
0,36,0,0,0,0,0,1,0,3.3176587,0
0,26,0,0,0,0,0,1,0,2.2678366,0
1,41,0,0,1,1,0,1,0,1.6597191,0
0,38,0,0,0,0,1,0,1,1.3900557,1
1,51,0,0,0,0,0,1,0,2.1136858,0
1,54,0,1,0,1,0,1,0,2.8453429,0
1,51,0,0,0,0,1,1,0,3.0196962,0
1,41,0,0,1,0,1,0,0,3.5925572,0
1,55,0,0,0,0,1,1,0,3.2428398,0
1,41,0,0,0,1,1,1,0,1.4590485,0
0,26,0,0,0,1,0,1,0,2.8223372,0
0,41,0,0,0,1,0,1,0,3.5748577,0
1,39,0,0,0,0,0,1,0,2.0971565,0
1,30,0,0,1,0,0,1,0,1.158944,0
1,24,0,0,0,0,1,1,0,4.0493155,0
0,27,0,1,0,0,1,1,0,1.0535834,1
0,29,0,0,0,0,0,1,0,1.7467306,0
0,34,0,0,0,0,1,1,0,2.6130171,0
1,45,0,0,0,1,0,1,0,1.2561076,0
0,35,0,1,0,1,1,1,0,1.2359049,1
0,25,0,1,0,1,1,1,0,2.7965527,0
0,48,0,0,0,1,1,0,0,2.855623,0
0,37,0,0,0,0,1,1,0,3.9623041,0
0,43,0,0,1,1,0,1,0,3.2122982,0
1,47,0,0,0,0,1,1,0,4.6089315,0
0,36,0,0,0,1,0,1,0,1.7467306,0
0,28,0,0,0,1,1,1,0,2.8453429,0
0,32,0,0,1,1,0,1,0,1.8520911,0
0,34,0,0,1,1,0,1,0,2.3445675,0
0,48,0,1,0,1,1,1,0,2.0344126,0
0,42,0,0,0,1,1,1,0,2.4398777,0
0,35,1,1,0,0,1,1,0,2.7275598,0
0,46,0,0,0,1,1,1,0,1.1669121,0
0,25,0,0,0,1,0,1,0,2.0003572,0
1,43,0,0,1,1,0,1,0,2.1521957,0
0,40,0,0,0,0,1,1,0,3.2820604,0
0,33,0,0,0,1,0,1,0,2.6850002,0
1,28,0,0,1,0,1,1,0,1.8260037,0
0,52,0,0,1,0,1,1,0,4.1670985,0
0,40,0,0,0,1,1,1,0,2.5576608,0
1,20,0,0,0,0,0,1,0,2.8453429,0
1,33,0,0,0,1,0,1,0,3.2428398,0
0,40,0,0,0,1,0,1,0,1.8520912,0
0,45,0,0,0,0,0,1,0,2.5881438,0
1,59,0,0,0,0,1,1,0,3.1169879,0
1,36,0,0,0,0,1,0,0,4.0493155,0
0,27,0,0,0,0,0,1,0,2.3345172,0
1,46,0,0,0,1,1,1,0,2.9788742,0
0,33,0,0,0,0,1,1,0,3.011328,0
0,53,0,0,0,0,1,1,0,2.9994936,0
0,28,0,0,0,1,1,0,1,1.2359049,1
1,42,0,0,1,1,1,1,0,3.4354415,0
0,36,0,0,1,1,1,1,0,2.9121935,0
0,36,1,0,1,1,1,1,0,1.6289475,0
0,29,0,0,0,0,0,1,0,1.6334019,0
0,30,0,0,1,0,0,1,0,1.6289475,0
0,38,1,0,0,0,0,1,0,2.5452383,0
1,47,0,0,1,0,1,1,0,3.6867561,0
0,34,0,0,0,1,0,1,0,1.4590485,0
1,35,0,0,0,0,0,1,0,3.0196962,0
0,59,0,1,0,0,1,1,0,1.6979403,0
1,50,0,0,0,0,0,1,0,2.5452383,0
0,38,0,0,0,0,1,1,0,1.7772136,0
1,35,0,0,0,0,1,1,0,4.1546764,0
1,31,0,0,0,0,0,1,0,3.2226369,0
0,42,0,0,0,0,1,1,0,2.9770205,0
0,46,0,0,1,1,1,1,0,1.9008812,0
0,37,0,0,0,1,0,1,0,2.4783289,0
0,21,0,0,1,1,0,1,0,2.5576608,0
0,30,0,0,0,0,1,1,0,2.7143145,0
0,36,0,0,0,0,1,0,0,4.0493155,0
0,37,0,1,0,1,0,1,0,0.22430389,1
0,39,0,1,0,1,0,1,0,1.6726226,1
0,53,0,1,0,1,0,1,0,2.1136858,0
0,48,0,0,0,1,1,1,0,2.519151,0
0,60,0,0,0,0,1,1,0,1.8520912,0
0,36,0,0,0,0,1,1,0,5.268023,0
0,41,0,0,0,1,1,1,0,2.3753393,0
0,30,0,0,1,0,0,1,0,2.0083253,0
0,31,0,0,1,0,1,1,0,3.7128434,0
1,41,0,0,0,1,0,1,0,1.0535834,0
0,32,0,0,1,0,0,1,0,2.5294898,0
1,24,0,0,0,1,1,1,0,3.1330249,0
0,48,0,1,0,0,1,1,0,2.0344126,0
0,30,0,0,1,1,0,1,0,4.4911485,0
1,36,0,0,0,1,0,1,0,2.2575562,0
0,28,0,0,1,0,1,1,0,2.5199203,0
1,33,0,0,1,0,0,1,0,3.4354417,0
0,27,0,0,0,0,0,1,0,3.2164066,0
0,48,0,1,0,0,0,1,0,2.9609838,0
1,41,0,0,1,1,1,1,0,2.9834566,0
0,53,1,1,0,1,0,1,0,2.3629167,0
0,56,0,0,0,0,0,1,0,2.0083253,0
1,35,0,0,0,0,1,0,0,5.1681304,0
0,46,0,0,0,1,0,1,0,3.1637967,0
1,24,0,0,0,0,0,1,0,2.1205902,0
1,34,0,0,0,1,0,1,0,4.8602457,0
0,34,0,0,1,1,1,1,0,1.8157234,0
1,43,0,0,1,1,1,1,0,3.4331295,0
1,47,0,0,1,1,1,1,0,3.7980011,0
0,26,0,0,0,0,0,1,0,3.0787666,0
0,35,0,0,0,0,0,1,0,1.5925798,0
0,53,0,0,0,1,0,1,0,2.8453429,0
1,38,0,0,0,0,1,0,0,4.0493155,0
0,30,0,0,0,0,1,1,0,3.2122982,0
1,25,0,0,0,0,0,1,0,3.2383854,0
0,45,0,0,0,0,1,1,0,4.0278368,0
1,38,0,0,0,0,1,1,0,2.1826787,0
0,45,0,0,1,0,0,1,0,2.806833,0
1,48,0,0,0,0,0,0,0,5.0709667,0
0,29,0,1,0,1,1,1,0,1.3686644,0
0,36,0,0,1,0,1,0,0,4.1293583,0
0,23,0,0,0,1,0,1,0,2.1521957,0
0,22,0,0,0,0,0,1,0,2.1034055,1
0,47,0,1,0,0,1,1,0,3.173847,0
0,55,0,0,0,0,1,1,0,4.385788,0
1,39,0,0,0,0,0,1,0,3.4049585000000002,1
1,50,0,0,1,0,1,0,0,2.5452383,0
0,39,0,0,0,0,1,1,0,2.2369368,0
0,49,0,0,1,1,0,1,0,3.771914,0
1,43,0,0,1,0,0,0,0,4.3088269,0
1,35,0,0,0,1,1,1,0,3.250808,0
0,44,0,0,0,0,1,1,0,3.0152419,0
1,35,0,0,1,0,0,1,0,2.4780989,0
1,28,0,0,0,0,0,1,0,1.8260037,0
0,40,0,0,0,1,1,0,0,3.6926405,0
0,38,0,0,1,0,1,1,0,2.519151,0
0,37,0,0,0,0,1,1,0,3.5103192,0
0,25,0,0,0,0,0,1,0,2.0344126,0
1,34,0,0,0,0,0,1,0,3.9980223,0
1,42,0,0,1,0,1,1,0,3.5793121,0
0,31,0,1,0,0,0,1,0,2.3220947,0
0,22,1,0,1,0,0,1,0,2.535188,0
0,27,0,0,1,0,0,1,0,3.3073783,0
1,28,0,0,1,1,0,1,0,2.2752557,0
0,46,0,0,0,1,0,1,0,1.4590485,0
0,52,0,0,0,1,0,1,0,2.6457298,0
0,41,0,0,0,0,1,1,0,2.806833,0
0,48,0,1,0,0,1,1,0,1.8260037,0
0,36,0,0,1,1,0,1,0,1.9313642,0
0,26,0,0,1,1,0,1,0,2.5005023,0
0,38,0,0,0,0,0,1,0,2.6630211,0
0,35,0,0,0,1,0,0,0,3.8669941,0
0,42,0,1,0,1,1,1,0,0.83043975,1
1,32,0,0,1,0,1,1,0,3.4959304,0
0,47,0,1,0,1,0,1,0,1.9530671,0
0,30,0,0,1,1,1,1,0,2.1034055,0
0,26,1,0,0,1,0,1,0,1.1328565,1
1,27,0,0,1,1,0,1,0,1.6979403,0
1,28,0,0,1,0,0,1,0,2.9609838,0
0,63,0,0,1,0,0,1,0,3.0945151,0
0,57,0,0,0,0,1,1,0,1.564409,0
0,59,0,1,0,0,1,1,0,1.0535834,0
0,46,0,0,0,1,0,1,0,1.4102583,0
1,47,0,0,0,1,1,0,0,2.4398777,0
1,27,0,0,0,0,0,1,0,4.62468,0
0,28,0,1,0,0,0,1,0,1.2359049,1
0,55,0,0,0,0,1,1,0,2.4398777,0
1,34,0,0,0,0,1,1,0,4.1670985,0
1,44,0,0,0,0,1,1,0,3.0196962,1
0,33,0,0,0,0,1,0,0,4.1293583,0
0,38,0,0,0,0,1,1,0,3.011328,0
0,47,0,1,0,1,1,1,0,1.6413701,0
0,34,0,0,0,1,0,1,0,1.2767268,0
0,46,0,0,0,1,1,1,0,2.4398777,0
1,60,0,0,0,1,0,1,0,3.019696,0
0,21,0,0,1,0,0,1,0,3.3176587,0
0,35,0,0,0,0,1,1,0,2.2960074,0
1,25,0,0,1,0,0,1,0,2.3265488,0
0,20,0,0,1,1,1,0,0,3.0684865,0
1,47,0,0,1,1,0,1,0,2.8571773,0
0,39,1,0,0,0,1,1,0,2.9507034,0
0,41,0,0,0,0,0,1,0,2.8171721,0
0,43,0,0,0,1,1,1,0,2.7683816,0
0,55,0,1,0,0,0,1,0,1.1871147,1
0,33,0,0,0,1,1,1,0,1.9474012,0
0,40,0,0,0,0,1,1,0,1.1015264,1
0,30,0,0,0,0,1,1,0,2.4390306,0
0,45,0,0,0,0,1,1,0,3.4888527,0
0,52,0,0,0,0,1,1,0,3.2987511,0
1,47,0,0,0,0,1,1,0,3.8343289,0
0,64,0,0,0,0,1,1,0,3.655426,0
0,56,0,0,1,0,0,1,0,2.7856553,0
0,62,0,0,0,1,0,1,0,2.3336699,0
1,33,0,0,1,1,0,1,0,1.5553652,0
0,24,0,0,0,0,0,1,0,2.7755029,0
0,48,0,0,0,1,0,1,0,1.8636664,0
0,49,0,1,0,0,0,1,0,1.8285751,0
1,29,1,0,0,0,0,1,0,3.537643,0
0,34,0,0,0,0,1,1,0,2.2203414,0
0,23,0,0,0,0,0,1,0,1.3040507,1
1,45,0,0,0,1,1,1,0,2.4390306,0
0,34,0,0,1,0,0,1,0,2.5568137,0
1,36,0,0,1,0,0,1,0,1.9101865,0
0,23,0,0,0,0,0,1,0,2.9622788,0
0,39,0,0,0,1,1,1,0,1.6405228,0
1,35,0,0,0,0,1,1,0,1.7095157,0
0,44,0,0,0,1,1,1,0,1.2548605,1
1,33,0,0,1,1,1,1,0,2.2383599,0
0,30,0,0,0,0,1,1,0,2.9622788,0
0,26,0,0,1,1,0,1,0,1.9971979,0
0,43,0,0,0,1,0,1,0,2.1105266,0
0,29,0,1,0,0,1,1,0,2.402663,0
0,34,0,0,1,0,1,1,0,4.1662517,0
0,60,0,0,0,1,0,1,0,2.3336699,0
0,29,0,0,0,1,1,1,0,2.9622788,0
0,19,0,0,1,1,0,1,0,1.1296973,0
1,54,0,0,0,1,1,1,0,2.8081281,0
0,30,0,0,0,0,1,1,0,3.0686388,0
0,32,0,0,0,1,0,1,0,2.1513486,0
0,43,0,0,0,1,1,1,0,1.8636664,0
1,39,0,0,1,1,0,1,0,2.1795194,0
1,21,0,0,0,0,0,0,0,2.7799573,0
0,40,0,1,0,0,1,1,0,1.9000341,1
1,22,0,0,0,1,0,1,0,1.8816849,0
0,33,0,1,0,0,0,1,0,1.1397476,1
0,35,0,0,0,1,1,1,0,1.432114,0
1,29,0,0,1,1,0,1,0,2.6360867,0
1,42,0,0,0,0,1,0,1,3.2499609,0
0,45,0,0,0,0,1,1,0,3.3553214,0
0,43,0,0,1,0,0,1,0,3.2499609,0
0,45,0,0,0,1,0,1,0,2.0145957,0
0,42,0,1,0,0,1,1,0,1.9971979,0
1,35,0,0,0,1,0,1,0,2.923769,0
0,55,0,0,0,0,1,1,0,3.0676394,0
0,54,0,1,0,0,1,1,0,2.9245384,0
0,32,1,0,0,0,0,1,0,2.4129434,0
0,37,0,0,0,0,1,1,0,2.3212476,0
0,27,0,0,0,1,0,1,0,2.6360867,0
1,59,0,0,0,0,1,1,0,3.6814547,0
0,42,0,0,0,0,1,1,0,2.4390306,0
1,44,0,0,0,0,1,1,0,2.0799291,0
0,52,0,0,0,0,0,1,0,1.5227399,1
0,33,0,0,0,0,1,1,0,3.0188491,0
0,45,0,0,0,1,1,1,0,3.0874419,0
1,61,0,0,1,1,0,1,0,3.4731042,0
0,29,0,0,1,0,0,1,0,1.3040507,0
0,28,0,0,0,0,0,1,0,0.83404708,1
1,30,0,0,0,0,0,1,0,4.3485732,0
0,26,0,0,0,0,1,1,0,3.0268171,0
0,39,0,0,1,1,1,1,0,2.0868101,0
0,42,0,0,1,0,1,1,0,3.7094934,0
1,45,0,0,0,0,1,0,0,3.7607865,0
0,34,0,0,0,1,0,1,0,2.2383599,0
1,25,0,0,0,1,0,1,0,0.79322511,0
0,30,0,1,0,1,0,1,0,1.1296973,1
0,43,0,0,0,1,1,1,0,2.4514532,0
1,39,0,0,0,0,1,1,0,4.2997828,0
1,21,0,0,0,0,0,0,1,2.3744922,0
0,28,0,0,0,0,0,1,0,3.0532506,0
0,21,0,0,0,0,0,1,0,0.61090344,1
0,63,0,0,0,0,1,1,0,2.8932858,0
1,29,0,0,0,0,1,1,0,2.9622788,0
0,36,0,0,0,1,0,1,0,2.3336699,0
0,27,0,0,0,1,1,1,0,0.94737577,1
0,22,0,0,0,0,1,1,0,1.640523,0
1,33,0,0,0,0,0,1,0,2.0459881,0
0,43,0,0,0,1,1,1,0,1.8228445,0
1,55,0,0,0,1,0,1,0,2.5568137,0
0,32,0,0,0,1,0,1,0,1.432114,1
0,50,0,0,0,0,1,1,0,0.83404708,1
1,47,0,0,0,0,1,1,0,4.1662517,0
1,39,0,0,0,0,0,1,0,3.2499609,0
1,41,0,0,1,0,1,1,0,3.7620981,0
1,64,0,0,0,0,1,1,0,3.6219037,0
0,24,0,0,1,0,0,1,0,3.3553214,0
0,43,0,0,0,0,0,1,0,1.3628912,1
0,61,0,0,0,0,1,1,0,1.7458833,0
1,33,0,0,1,0,0,1,0,2.5568137,0
0,30,0,0,0,1,1,1,0,1.5382441,0
0,60,0,0,0,0,1,1,0,1.9971979,0
0,31,0,0,1,1,1,1,0,2.3336699,0
1,36,0,0,0,1,0,1,0,2.9622788,0
0,50,0,0,0,0,1,1,0,2.7689881,0
0,39,0,0,0,0,1,1,0,2.2306216,0
1,50,0,0,1,1,0,1,0,2.690345,0
1,22,0,0,0,0,0,1,0,1.4863722,0
0,32,0,0,0,0,1,1,0,3.1629496,0
0,49,0,1,0,0,1,1,0,2.1105266,0
1,48,0,0,1,0,1,1,0,3.8095765,0
1,62,0,0,0,0,1,1,0,4.0296278,0
0,32,0,0,1,1,1,1,0,2.9134886,0
1,28,0,0,0,0,1,1,0,2.6258066,0
0,31,0,1,0,1,0,1,0,0.94737566,1
0,45,0,0,0,0,1,1,0,3.2719398,0
0,29,0,0,0,0,0,1,0,3.3144994,0
0,31,0,0,1,0,0,1,0,2.8458073,0
0,43,0,0,0,0,1,1,0,3.1366322,0
0,27,0,0,0,1,1,1,0,1.3040507,1
0,43,0,0,0,0,1,1,0,2.8437264,0
1,60,0,0,0,1,0,1,0,1.9282049,0
1,47,0,0,1,0,1,1,0,2.7959356,0
0,49,0,0,1,0,1,1,0,3.2499609,0
1,39,0,0,1,0,1,0,0,1.9971979,0
1,48,0,0,0,0,1,1,0,3.1366322,0
1,25,0,0,0,0,0,1,0,2.4698024,0
1,32,1,0,0,0,0,1,0,2.2203414,0
0,32,0,0,0,1,1,0,0,3.9839301,1
0,25,0,0,1,0,0,1,0,2.4129434,0
0,49,0,0,0,1,1,1,0,1.5271943,0
0,43,0,0,1,0,1,1,0,3.3144991,0
0,50,1,0,0,1,0,1,0,2.5849845,0
0,40,0,0,1,0,1,1,0,3.2499609,0
0,56,0,1,0,0,0,1,0,1.1942359,0
0,44,0,0,1,0,1,1,0,3.0958102,0
0,34,0,0,1,0,1,1,0,3.0268171,0
1,21,1,0,0,1,0,1,0,2.2203414,0
1,41,0,0,0,0,1,0,0,4.6362553,0
0,23,0,0,0,0,0,1,0,1.9971979,0
0,60,0,0,1,0,0,1,0,3.2114511,0
0,52,0,0,0,0,1,1,0,2.5430205,0
0,41,0,0,0,0,1,1,0,3.1164296,0
0,52,0,0,0,0,1,1,0,2.5183039,0
0,31,0,0,0,0,1,1,0,3.9431081,0
0,22,1,0,0,1,0,1,0,1.7946736,0
0,57,0,0,0,1,1,1,0,1.8228445,0
0,29,0,0,0,1,0,1,0,2.769618,0
0,25,0,0,1,0,0,1,0,3.4166853,0
0,37,0,0,1,0,1,1,0,2.3641531,0
1,43,0,0,0,1,0,1,0,2.8225169,0
0,25,0,0,0,0,0,1,0,3.2499609,0
0,42,1,1,0,1,0,1,0,2.5080235,0
1,43,0,0,0,0,1,1,0,3.8682303,0
0,31,0,0,0,1,1,1,0,2.075841,0
1,34,0,0,0,0,0,1,0,1.7458833,0
0,30,0,0,0,0,1,0,0,3.7679038,0
1,36,0,0,0,0,0,1,0,2.2236693,0
0,46,0,0,0,0,1,1,0,3.1446004,0
0,51,0,0,1,1,0,1,0,2.7391353,0
0,29,0,0,0,0,1,1,0,1.2350577,1
1,53,0,0,0,0,1,1,0,3.6657062,0
0,26,0,0,0,0,0,1,0,3.5232542,0
0,26,0,0,0,0,0,1,0,2.923769,0
0,41,0,0,0,1,1,1,0,1.9971979,0
0,36,1,0,1,0,1,1,0,2.8932858,0
0,56,0,0,0,0,1,1,0,2.1795194,0
0,38,0,0,0,0,0,1,0,2.4852638,0
0,38,0,0,0,1,1,1,0,2.2823768,0
0,44,1,0,0,1,1,1,0,2.6360867,0
0,28,0,0,0,0,0,1,0,2.6213522,0
1,36,0,0,1,1,1,0,0,3.5586963,0
0,35,0,0,1,0,1,1,0,3.1366322,0
0,32,0,1,0,0,1,1,0,1.8941494,0
0,38,0,0,1,0,1,1,0,2.1531327,1
0,40,0,0,1,0,1,1,0,3.0163462,0
0,28,0,0,1,0,0,1,0,2.9134886,0
1,41,0,0,0,1,0,1,0,2.882947,0
1,27,0,0,1,0,0,1,0,1.7458835,0
1,25,0,0,1,0,0,1,0,2.4922752,0
0,52,0,1,0,0,0,1,0,2.7799573,0
1,40,0,0,1,0,1,1,0,1.8918374,0
1,55,0,0,0,1,1,1,0,2.5993733,0
1,43,0,0,0,0,0,1,0,3.139456,0
