urb,age,hhchildsuppgrant,no_schooling,secondary,female,married,groupafrican,groupcoloured,hourlyincome,agemp
0,27,0,0,1,0,1,1,0,1.4094888,0
1,30,0,0,1,1,0,1,0,2.2575562,0
0,32,0,0,0,0,0,1,0,2.0344126,0
0,41,0,0,0,0,1,1,0,1.9492548,0
0,37,0,0,0,1,1,1,0,0.96970177,0
1,34,0,0,1,1,0,1,0,2.6245115,0
1,39,0,0,0,1,0,1,0,0.87126178,0
1,51,0,0,0,1,0,1,0,3.5723009,0
0,57,0,0,0,0,1,1,0,1.0918046,0
0,48,0,1,0,1,0,1,0,2.8453429,0
1,39,0,0,0,0,0,1,0,2.806833,0
1,22,0,0,0,1,0,1,0,1.6289475,0
1,39,0,0,0,1,1,1,0,3.3561685,0
1,30,0,0,0,0,0,1,0,2.4806998,0
0,50,0,0,0,1,1,1,0,1.5925798,0
0,53,0,1,0,0,0,1,0,1.8420407,1
1,28,0,0,0,1,1,1,0,2.2314687,0
1,61,0,0,0,0,1,1,0,2.3265491,0
0,27,0,0,0,1,0,1,0,1.5409847,1
0,21,0,0,0,0,0,1,0,0.8506425,0
1,27,0,0,0,0,1,1,0,2.863692,0
1,29,0,0,0,1,0,1,0,2.0721529,0
0,28,0,0,0,1,0,1,0,0.95827323,0
1,50,0,0,1,1,1,0,1,3.0078616,0
1,44,0,0,1,1,0,1,0,2.8245325,0
0,56,0,0,0,0,1,1,0,1.9210839,0
1,32,0,0,1,0,1,1,0,3.4959304,0
0,20,0,0,0,1,0,1,0,0.31164598,0
0,53,0,1,0,0,1,1,0,2.0211673,0
0,27,0,0,0,1,1,1,0,3.8669941,0
1,37,0,0,1,0,0,0,1,3.2122982,0
0,38,0,1,0,1,1,1,0,2.0832028,0
0,29,0,1,0,0,1,1,0,3.6926405,0
1,23,0,0,0,1,0,1,0,1.2767268,0
0,46,0,0,0,1,1,1,0,1.8260037,0
1,37,0,0,0,0,0,1,0,3.1069374,0
1,39,0,0,0,1,1,1,0,4.0493155,0
1,39,0,0,0,0,1,1,0,3.0152419,0
1,35,0,0,1,0,0,0,1,3.7616336,0
0,46,0,0,0,0,1,1,0,3.0299766,0
1,26,0,0,1,1,0,1,0,2.0344126,0
1,25,0,0,0,1,0,0,0,3.0684862,0
0,53,0,0,0,1,0,1,0,1.8260037,0
1,26,0,0,1,0,1,1,0,1.5925798,0
1,51,0,0,0,1,0,1,0,2.8571773,0
0,45,0,1,0,0,0,1,0,3.2122982,0
1,48,0,0,0,0,1,1,0,2.8556232,0
1,22,0,0,1,1,0,0,1,2.8849509,0
1,47,0,0,1,1,1,0,0,4.0493155,0
1,39,0,0,0,1,1,1,0,2.3589087,0
0,43,0,1,0,0,0,1,0,2.4398777,0
1,36,0,0,0,1,0,1,0,2.4013679,0
1,37,0,0,0,0,1,1,0,3.5060592,0
0,54,0,0,0,1,1,1,0,2.519151,0
0,49,0,0,0,0,1,1,0,1.8260037,0
1,31,0,0,1,0,0,1,0,2.0832028,0
1,27,0,0,0,0,0,1,0,3.2363956,0
1,38,0,0,0,1,0,1,0,2.5271192,0
0,30,0,0,1,1,1,1,0,2.3576398,0
1,23,0,0,0,1,0,1,0,1.7075098,0
1,28,0,0,0,1,0,1,0,1.7467306,0
0,24,0,0,0,0,0,1,0,1.3268768,0
0,46,0,0,0,1,0,1,0,0.93580037,0
0,37,0,0,0,1,1,1,0,1.4282768,0
1,36,0,0,0,1,0,1,0,2.2027481,0
1,30,0,0,0,1,1,0,0,3.8204741,0
0,27,0,0,0,0,0,1,0,2.9253857,0
1,51,1,0,0,1,0,1,0,0.39865738,0
1,24,0,0,0,1,0,1,0,3.08127,0
0,32,0,0,1,0,0,1,0,2.9253857,0
0,52,0,0,0,0,1,1,0,1.0352342,1
1,38,0,0,0,0,0,1,0,2.806833,0
0,26,0,0,0,1,0,1,0,2.4108901,0
1,21,0,0,1,1,0,1,0,0.89943266,0
1,52,0,1,0,1,1,1,0,1.3900557,0
1,31,0,0,0,1,0,1,0,3.3140807,0
0,32,0,0,0,1,0,1,0,2.0701306,0
1,57,0,1,0,0,0,1,0,1.1225762,0
1,46,0,0,0,1,1,1,0,1.7467306,0
1,53,0,0,0,1,0,1,0,1.8520912,0
0,39,0,0,1,1,0,1,0,2.77635,0
1,29,0,0,0,0,1,1,0,0.95827323,0
1,41,0,0,1,1,1,0,0,4.3677692,0
1,42,0,0,0,0,1,1,0,4.7424626,0
1,49,0,0,1,1,0,1,0,1.5022773,0
0,18,0,0,0,0,0,1,0,-0.21087822,0
0,56,0,0,0,0,1,1,0,2.8228698,1
0,60,0,1,0,0,0,1,0,1.158944,1
1,20,1,0,0,1,0,1,0,1.4590485,0
0,19,0,0,1,1,0,1,0,0.38575399,0
1,27,0,0,0,0,0,1,0,3.4354417,0
1,50,0,0,0,1,1,1,0,2.519151,0
0,43,0,0,0,1,1,1,0,1.0047932,0
1,49,0,0,0,1,0,1,0,1.6413699,0
0,38,0,0,0,1,1,1,0,1.0047932,0
0,45,0,1,0,0,1,1,0,2.0160635,1
0,44,0,0,0,1,1,1,0,0.75347871,0
1,44,0,0,0,1,0,1,0,3.7277319,0
0,32,0,0,1,0,1,1,0,1.5235871,1
1,61,0,0,0,0,1,1,0,1.6718529,0
0,34,0,0,0,1,0,1,0,1.3020447,0
1,36,0,0,0,1,1,1,0,1.8260037,0
0,30,0,0,0,0,1,1,0,2.2167342,0
1,31,1,0,0,0,0,1,0,1.4102583,0
1,38,0,0,0,0,1,0,0,4.5348234,0
0,24,0,0,1,0,0,1,0,1.9744238,0
1,45,0,0,0,1,0,1,0,2.0062418,0
0,22,1,0,0,0,0,1,0,1.7467306,0
0,49,0,0,0,1,1,1,0,0.80226904,0
0,38,0,0,0,0,0,1,0,2.0083253,0
1,32,0,0,0,1,0,1,0,2.6630213,0
0,45,0,0,0,0,1,1,0,2.7275598,0
0,28,1,0,0,1,0,1,0,0.69358051,0
0,23,0,0,0,0,0,1,0,2.519151,0
0,48,0,0,1,0,1,1,0,2.0491474,0
1,42,0,0,1,1,0,1,0,3.2283351,0
1,38,0,0,0,0,1,1,0,1.7467306,0
0,34,0,0,0,0,0,1,0,1.7687095,0
0,53,0,1,0,0,1,1,0,1.1358215,1
1,61,0,1,0,1,1,1,0,2.5088706,0
1,31,0,0,1,1,0,1,0,2.3040762,0
1,54,0,0,0,1,0,1,0,2.0832028,0
0,48,0,0,1,1,1,1,0,1.9856225,0
0,35,0,0,0,1,0,1,0,1.0047933,0
1,43,0,0,0,1,0,1,0,1.5408784,0
0,51,0,0,0,1,0,1,0,2.0344126,1
1,37,0,0,1,1,1,1,0,2.2067761,0
0,28,0,0,0,1,0,1,0,1.5925798,0
0,52,0,0,0,0,1,1,0,1.0047932,0
1,52,0,0,0,1,0,1,0,2.7158613,0
1,27,0,0,0,1,0,1,0,-0.081396587,0
1,42,0,0,1,1,0,1,0,3.2122982,0
0,61,0,1,0,0,0,1,0,1.4205387,1
1,51,0,0,1,1,1,1,0,2.0344126,0
0,34,1,0,0,1,0,1,0,0.93580037,0
1,38,0,0,0,1,0,1,0,2.0832028,0
0,61,0,0,0,0,1,1,0,2.0832028,1
0,52,0,0,0,1,0,1,0,0.87126178,0
1,32,0,0,0,0,1,0,0,4.7424626,0
1,56,0,0,1,1,1,1,0,2.2334871,0
1,43,0,0,1,0,1,1,0,3.5793121,0
1,32,0,0,1,0,0,1,0,1.8260037,0
0,25,0,0,0,0,0,1,0,2.3368294,0
0,31,0,0,0,0,1,1,0,3.617763,0
1,50,0,0,0,1,1,1,0,1.7467306,0
1,40,0,0,0,1,1,1,0,2.0648956,0
1,20,0,0,1,0,0,1,0,2.5881438,0
0,38,0,0,0,0,1,1,0,3.2122982,1
1,30,0,0,0,0,0,1,0,1.7467306,0
1,34,0,0,1,1,0,1,0,2.1034055,0
1,32,0,0,0,1,0,1,0,2.0832028,0
1,31,0,0,0,0,0,1,0,2.7815151,0
1,20,0,0,1,1,0,0,1,3.0299766,0
1,54,0,0,0,0,1,1,0,3.6867561,0
0,59,0,0,0,0,0,1,0,1.5383216,0
1,53,0,0,1,0,1,1,0,2.993609,0
0,52,0,0,0,0,1,1,0,1.4102583,0
1,43,0,1,0,0,0,1,0,2.8556232,0
0,50,0,0,0,0,1,1,0,3.9157844,0
1,46,0,0,0,1,0,1,0,1.9698741,0
1,53,0,0,1,0,1,1,0,2.519151,0
0,54,1,0,0,0,1,1,0,1.9210839,0
1,54,0,0,0,0,1,1,0,1.6979403,0
1,51,0,0,1,1,0,1,0,3.011328,0
1,40,0,0,0,0,1,1,0,4.7424626,0
0,41,0,0,0,0,0,1,0,1.2924753,1
1,34,0,0,0,0,1,1,0,0.13729259,0
0,42,0,0,0,0,1,1,0,3.29901,0
1,49,0,0,0,1,0,1,0,2.6405485,0
1,36,0,0,1,1,0,1,0,1.9053355,0
1,42,0,0,0,0,0,1,0,2.9019132,0
0,45,0,0,0,1,0,1,0,1.3192866,0
1,28,0,0,0,1,0,1,0,1.2924753,0
1,30,0,0,0,0,1,1,0,2.1705449,0
1,43,0,0,0,0,0,1,0,3.0299766,0
0,18,0,0,0,0,0,1,0,0.92991573,0
1,44,0,0,0,0,1,0,0,3.7980011,0
1,43,0,0,1,0,0,0,0,3.5793118,0
1,45,0,0,0,0,1,1,0,2.6935043,0
1,52,0,0,0,0,1,1,0,2.5393536,0
0,30,0,0,0,1,1,1,0,2.3220947,0
1,22,0,0,0,0,0,1,0,0.83043975,0
1,31,0,0,1,1,1,0,1,3.7492111,0
1,49,0,0,0,0,1,0,1,3.281291,0
0,35,0,1,0,1,0,1,0,1.0789012,0
1,33,0,0,1,1,0,1,0,1.490301,0
0,52,0,0,0,0,1,1,0,1.0127612,0
1,19,0,0,1,1,0,1,0,0.84386277,0
0,48,0,0,0,1,0,1,0,2.0344126,0
1,26,0,0,0,1,0,1,0,2.5199203,0
1,24,0,0,0,1,0,1,0,4.1363273,0
1,30,0,0,1,0,1,1,0,2.2575562,0
0,28,0,0,0,1,0,1,0,1.5156189,0
0,39,0,0,0,0,0,1,0,1.6718529,0
0,40,0,0,0,0,1,1,0,1.9856225,0
0,42,1,0,0,0,1,1,0,2.5368505,0
0,34,0,0,0,1,0,1,0,1.7467306,0
1,44,0,0,0,0,1,1,0,2.5191507,0
0,28,0,0,0,1,0,1,0,2.3205309,0
1,52,0,0,1,1,1,0,0,3.5793118,0
0,38,0,0,1,1,0,1,0,1.0047933,0
1,35,0,0,0,1,0,1,0,2.3220947,0
0,43,0,0,0,0,0,1,0,1.0737861,1
1,41,0,0,0,1,0,1,0,2.519151,0
1,29,0,0,0,0,1,0,1,2.6860106,0
0,26,0,0,0,1,0,1,0,2.0701306,0
1,22,0,0,0,0,0,1,0,1.9347829,0
1,35,0,0,1,1,0,1,0,2.8758259,0
1,42,0,0,1,1,0,1,0,1.6334019,0
1,36,0,0,0,0,1,0,0,4.272459,0
1,40,0,0,0,1,0,1,0,2.2575562,0
0,31,0,0,0,1,1,1,0,1.2924753,0
0,47,0,0,0,1,1,1,0,1.4590485,0
0,38,0,0,0,1,1,1,0,3.4816678,0
0,38,0,0,0,1,1,1,0,0.64811832,0
0,41,1,0,0,1,0,1,0,0.80226886,0
1,38,0,0,1,1,0,1,0,1.7818217,0
1,44,0,0,0,1,0,1,0,1.3412653,0
0,49,0,0,0,0,1,1,0,2.9891546,0
1,26,0,0,1,1,0,1,0,0.79121912,0
1,54,0,0,0,1,0,1,0,2.1136858,0
1,46,0,0,0,1,0,1,0,1.6289475,0
0,50,0,0,0,0,0,1,0,1.7970161,1
0,23,0,0,1,0,0,1,0,1.0150737,0
1,28,0,0,0,1,1,0,0,4.0981059,0
1,40,1,0,0,0,1,1,0,2.2167342,0
1,43,0,0,0,0,0,1,0,2.6405485,0
0,43,0,0,0,0,1,1,0,2.0270326,0
1,20,0,0,0,0,0,1,0,1.6028601,0
1,28,0,0,1,1,1,0,1,3.3843393,0
1,31,0,0,0,1,0,1,0,2.9659708,0
1,38,0,1,0,1,0,1,0,1.0047932,0
1,46,0,0,1,1,1,1,0,2.8861647,0
1,48,0,0,0,1,0,1,0,1.8802619,0
0,41,0,0,0,0,1,1,0,3.5689731,0
1,42,0,0,1,1,0,1,0,1.5022773,0
1,59,0,0,0,0,0,1,0,2.0698831,0
1,43,0,0,0,0,0,1,0,2.7014725,0
1,45,1,0,0,1,1,1,0,1.7740543,0
0,39,0,0,0,0,0,1,0,1.2350578,0
1,31,0,0,0,0,1,1,0,1.5374745,0
1,35,0,0,0,1,0,1,0,2.5417762,0
0,26,0,0,0,1,1,1,0,1.8328948,0
0,30,0,0,0,0,0,1,0,1.8148763,0
1,42,0,0,1,0,1,1,0,3.098922,0
1,38,0,0,0,0,0,1,0,2.5386498,0
0,18,0,0,0,1,0,1,0,0.80761379,0
0,42,0,1,0,1,1,1,0,2.2158871,0
1,45,0,0,0,1,0,1,0,3.3665297,0
0,35,0,0,0,0,1,1,0,1.2863511,1
1,25,0,0,1,1,0,1,0,2.3336699,0
1,23,0,0,0,0,1,0,0,4.2597775,0
0,27,0,0,1,1,1,1,0,1.3330382,0
1,23,0,0,0,1,0,1,0,3.655426,0
1,45,0,0,0,0,0,1,0,2.9498563,0
0,49,1,0,0,1,0,1,0,2.2951603,0
0,25,0,0,0,1,0,1,0,1.1705192,0
1,34,1,0,0,0,0,1,0,2.9500861,0
1,50,0,1,0,1,0,1,0,1.640523,0
1,23,0,0,0,0,1,0,1,2.4137127,0
1,27,0,0,1,0,0,1,0,2.4129431,0
1,51,0,0,0,0,0,1,0,2.4079306,0
1,44,0,0,0,0,1,1,0,1.3143309,0
0,37,0,0,0,1,1,1,0,1.0163685,0
1,35,0,0,0,1,1,1,0,2.1513486,0
1,22,0,0,0,0,0,1,0,2.7391353,0
1,47,0,0,1,1,1,0,1,2.9684691,0
0,50,0,0,0,0,1,1,0,1.5604802,0
1,28,0,0,0,0,1,0,1,3.8918147,0
0,20,0,0,0,0,0,1,0,1.3628912,1
1,46,0,0,0,0,0,1,0,3.835047,0
0,55,0,0,0,0,1,1,0,1.0527363,0
1,37,0,0,0,1,0,1,0,2.9622788,0
1,40,0,0,1,1,1,1,0,2.769618,0
1,32,0,0,0,0,1,1,0,2.3336701,0
1,42,0,0,1,0,1,0,1,3.655426,0
0,31,0,0,0,0,1,1,0,1.3143309,1
0,26,0,0,0,0,0,1,0,1.7548873,0
1,45,0,0,0,1,0,1,0,0.76505417,0
0,42,0,0,0,1,0,1,0,1.9880601,0
0,35,0,0,1,1,0,1,0,0.42858192,0
0,30,0,0,0,1,1,1,0,1.478004,0
1,62,0,0,0,0,1,1,0,1.7197961,1
1,48,0,0,0,0,0,1,0,2.007478,0
0,22,0,0,1,0,0,1,0,1.2190208,0
1,50,0,0,1,1,1,1,0,2.7799573,0
1,41,0,0,0,0,1,1,0,4.2307901,0
0,44,0,0,0,0,1,1,0,2.2691317,0
1,53,0,0,0,1,1,1,0,1.0416865,0
0,33,0,0,1,0,1,1,0,0.61090344,1
1,37,0,0,0,0,1,0,0,2.6521239,0
1,38,0,0,1,0,1,0,1,3.2238736,0
1,38,0,0,0,1,1,1,0,1.1705192,0
0,36,0,0,1,1,1,1,0,3.0268171,0
1,46,0,0,0,0,1,1,0,3.304028,0
1,38,0,0,0,0,1,1,0,1.7379953,0
1,54,0,0,0,0,1,1,0,3.655426,0
1,26,0,0,0,0,1,1,0,1.8533276,1
1,42,0,0,0,0,1,1,0,2.1513486,0
0,36,0,0,0,0,0,1,0,2.2944493,1
1,34,0,0,1,1,1,1,0,2.3116913,0
1,36,1,0,0,1,0,1,0,2.6822762,0
0,41,0,0,0,1,0,1,0,-0.0081357807,1
0,36,0,0,0,1,1,1,0,1.8148763,0
0,57,0,0,1,1,1,1,0,0.9855969,0
1,60,0,1,0,1,0,1,0,1.9028872,0
1,27,0,0,1,1,1,1,0,1.7895585,0
1,46,0,0,0,1,1,1,0,2.1252613,0
0,40,0,0,0,0,0,1,0,2.402663,0
0,40,0,0,0,0,1,1,0,2.0764709,0
1,32,0,0,0,0,1,1,0,3.1060905,0
1,35,0,0,1,1,0,1,0,3.0268171,0
1,45,0,0,1,1,1,1,0,2.1897998,0
1,51,0,0,0,0,1,1,0,3.9045982,0
0,32,0,0,0,1,1,1,0,1.9021177,1
0,38,0,0,0,0,1,1,0,0.80922526,1
1,40,0,0,1,1,0,1,0,3.3875029,0
1,43,0,0,1,1,0,1,0,2.9663286,0
1,54,0,0,1,0,1,1,0,2.1105266,0
0,21,0,0,0,1,0,1,0,0.42858192,0
1,33,0,0,0,1,0,1,0,2.2691317,0
0,22,0,0,1,1,0,1,0,0.83404708,0
1,59,0,0,0,0,1,1,0,3.3191838,0
1,42,0,0,0,1,0,1,0,0.76505417,0
1,44,0,0,0,1,0,1,0,2.5568137,0
0,59,1,0,0,1,0,1,0,0.54191053,1
0,25,0,0,0,1,1,1,0,-0.1622864,0
0,28,1,0,1,0,0,1,0,2.2731814,0
0,52,0,0,0,0,1,1,0,1.7740543,1
0,51,0,0,0,0,1,1,0,0.8985855,0
1,38,0,0,0,1,0,1,0,2.4129434,0
0,56,0,0,0,0,1,1,0,3.537643,0
0,48,0,1,0,1,0,1,0,0.031084877,0
0,43,0,1,0,0,1,1,0,1.7095157,1
1,51,0,0,0,1,0,1,0,2.0459881,0
0,48,0,0,1,0,1,1,0,4.3849406,0
0,36,0,0,0,1,1,1,0,1.0772011,0
0,35,1,0,0,1,0,1,0,0.92490292,0
0,35,0,0,0,1,0,1,0,0.80350536,0
0,34,0,0,0,1,0,1,0,2.0335655,0
1,30,0,0,0,1,1,1,0,1.5374745,0
1,27,0,0,1,0,0,1,0,1.9274355,0
0,33,0,0,0,0,1,1,0,2.2951603,1
0,42,0,0,0,1,0,1,0,3.1060905,0
1,19,0,0,0,1,0,1,0,1.9021177,0
1,24,0,0,1,0,0,1,0,2.6360867,0
0,22,0,0,1,0,0,1,0,2.4390306,0
0,42,0,0,0,1,1,1,0,0.90886587,0
0,50,1,0,0,0,1,1,0,2.972559,0
1,47,0,0,1,1,1,1,0,2.5044584,0
1,48,0,0,0,0,1,1,0,2.4129434,0
1,41,1,0,0,0,1,1,0,1.8533274,0
1,47,0,0,1,0,1,1,0,3.6917937,0
0,44,0,1,0,0,1,1,0,2.2158871,1
1,50,0,0,0,0,1,1,0,3.2499609,0
1,32,0,0,0,0,0,1,0,2.1795194,0
1,40,0,0,1,0,1,1,0,2.8341568,0
0,40,0,0,0,1,1,1,0,1.0527363,0
1,35,1,0,1,0,1,1,0,2.2122726,0
1,64,0,1,0,0,0,1,0,1.9971979,0
1,41,0,1,0,1,0,1,0,1.6405228,0
1,47,0,0,0,0,1,0,1,4.0223813,0
1,29,0,0,0,0,0,1,0,2.6360867,0
1,24,0,0,1,0,0,1,0,2.5568137,0
1,39,0,0,1,1,1,1,0,2.0459881,0
1,29,1,0,1,0,1,0,1,3.537643,0
1,45,0,0,0,1,1,1,0,1.2838479,0
0,48,0,0,0,0,1,1,0,0.62118369,0
0,53,1,0,0,0,0,1,0,1.9101865,0
0,31,0,0,1,1,1,1,0,1.7050614,0
0,40,0,0,1,0,1,1,0,1.9971979,0
1,45,0,0,0,1,1,1,0,2.4129434,0
0,40,0,0,0,0,0,1,0,1.0307574,0
1,30,1,0,0,0,1,1,0,2.4129434,0
0,38,0,0,1,1,1,1,0,1.5271943,0
1,51,0,0,0,0,1,1,0,2.923769,0
0,56,0,0,0,0,1,1,0,3.3452711,1
1,53,0,0,0,0,1,1,0,3.3553214,0
1,37,0,0,1,1,1,1,0,1.2350578,0
1,33,0,0,1,0,1,1,0,1.640523,0
0,28,0,0,0,0,0,1,0,1.8281217,0
0,21,0,0,0,1,0,1,0,0.54191065,0
0,63,0,0,0,0,0,1,0,1.7197963,0
1,36,0,0,1,0,1,1,0,2.3204248,0
0,45,0,0,0,1,1,1,0,3.0676394,0
1,40,0,0,0,0,1,1,0,2.6509111,0
0,49,0,0,0,1,1,1,0,0.94737577,0
1,33,0,0,0,1,0,1,0,2.2158871,0
1,26,0,0,0,1,1,1,0,1.5069915,0
1,34,0,0,0,1,1,1,0,2.161629,0
1,37,0,0,0,0,1,1,0,2.6360869,0
0,25,1,0,0,1,0,1,0,1.7590169,0
1,48,0,0,0,1,0,0,1,3.2499607,0
1,39,0,0,0,1,1,1,0,2.3008802,0
0,62,0,1,0,0,1,1,0,2.2158871,1
0,39,0,0,0,1,0,1,0,1.0809071,0
0,36,0,0,0,0,0,1,0,2.0483003,0
1,22,0,0,1,1,1,1,0,1.1601802,1
0,35,0,0,0,1,1,1,0,1.5271943,0
1,34,0,0,0,0,0,1,0,3.9431081,0
1,57,0,1,0,0,1,1,0,2.5183039,0
1,49,0,1,0,1,1,1,0,2.3336699,0
1,35,0,0,1,1,0,1,0,1.7946736,0
1,31,0,0,0,1,1,0,1,2.4137127,0
0,50,0,0,0,0,0,1,0,1.6426065,1
0,32,0,0,0,1,1,1,0,1.5271943,0
0,32,0,0,1,1,0,1,0,1.2640452,0
0,42,1,1,0,1,0,1,0,1.8411937,1
1,33,0,0,1,0,0,1,0,1.8148763,0
1,38,0,0,1,1,0,1,0,1.5822539,0
0,56,0,0,0,1,1,1,0,2.5568137,0
1,62,0,1,0,1,0,1,0,0.8985855,0
1,32,0,0,1,0,0,1,0,1.5351624,1
0,50,0,0,0,0,1,1,0,2.7006254,0
1,33,0,0,0,1,1,1,0,2.8547761,0
1,28,0,0,0,0,1,0,0,4.2615619,0
0,62,1,1,0,0,1,1,0,1.0163685,1
1,25,0,0,0,1,0,1,0,1.9971979,0
0,26,0,0,1,1,1,1,0,1.2350578,0
1,38,0,0,0,0,1,1,0,0.29466954,0
1,35,0,0,1,1,0,1,0,0.91920483,0
1,35,0,0,1,0,0,1,0,2.7311671,0
1,38,0,0,0,1,1,1,0,2.4042876,0
1,36,0,0,0,0,1,1,0,3.3292339,0
0,55,0,1,0,1,0,1,0,1.4966526,1
1,43,0,0,0,1,1,1,0,1.2567979,0
0,34,0,0,0,1,0,1,0,0.7242322,0
0,29,0,0,0,1,0,1,0,2.4129434,0
1,22,0,0,1,0,0,1,0,1.5635618,0
0,32,0,0,1,1,0,1,0,1.9000341,0
1,43,0,0,0,0,1,1,0,1.4582014,0
0,46,0,0,0,1,0,1,0,0.76505417,0
0,48,0,0,0,0,1,1,0,2.0459881,0
1,23,0,0,0,0,0,1,0,3.537643,0
1,33,0,0,1,0,0,1,0,2.5568137,0
0,40,0,0,0,0,1,1,0,3.2238736,0
0,40,0,0,0,1,0,1,0,3.4731045,0
0,39,0,0,0,0,1,1,0,0.79322511,1
0,58,0,0,0,0,0,1,0,1.2484809,0
0,33,0,0,0,0,1,1,0,2.7006252,0
1,44,0,0,0,0,0,1,0,4.0223813,0
0,32,0,0,0,0,1,1,0,1.7975267,1
1,31,0,0,0,1,0,1,0,2.6258066,0
1,35,0,0,0,0,1,1,0,2.4878209,0
1,50,0,0,0,1,0,1,0,1.5153598,0
1,32,0,0,1,0,1,1,0,2.2996147,0
1,56,0,0,0,0,0,1,0,3.4879456,0
1,52,0,0,0,1,1,1,0,3.2499609,0
0,30,0,0,1,1,0,1,0,1.2350578,0
0,38,1,0,0,1,1,1,0,1.7076622,0
1,52,0,0,1,0,1,1,0,2.2001386,0
1,37,0,0,1,1,0,1,0,2.0261855,0
1,24,0,0,0,0,0,1,0,2.4698024,0
1,51,0,0,0,1,0,1,0,2.8444958,0
1,28,0,0,0,0,0,1,0,2.1252613,0
1,57,0,0,0,0,0,1,0,0.76505417,0
1,43,0,0,1,1,1,1,0,1.687043,0
1,45,0,0,1,1,1,1,0,2.7799573,0
0,52,0,0,0,1,0,1,0,1.273509,1
1,32,0,0,1,0,0,1,0,1.7197961,0
1,21,0,0,0,1,0,1,0,2.5183039,0
0,33,0,0,1,1,0,1,0,2.1513486,0
1,30,0,0,1,0,0,1,0,2.5952649,0
1,59,0,0,1,1,1,1,0,1.6405228,0
1,26,0,0,1,0,0,0,1,3.655426,0
1,35,0,0,0,0,1,1,0,2.512362,0
1,43,0,0,0,1,1,1,0,0.71098697,0
1,52,0,0,0,1,0,1,0,2.1105266,0
0,27,0,0,0,1,0,1,0,1.9021177,0
1,53,0,0,0,1,1,1,0,0.79322511,0
0,55,0,0,0,1,1,1,0,2.2001386,0
1,47,0,0,1,0,1,1,0,1.8643774,0
1,40,0,0,0,0,0,1,0,2.9615092,0
0,44,0,0,0,0,0,1,0,1.4478624,1
1,39,0,0,0,0,1,1,0,4.0349154,0
1,39,0,0,0,0,0,1,0,3.0606282,0
1,25,0,0,0,1,1,0,0,4.0608912,0
1,31,0,0,0,1,1,1,0,2.8547761,0
1,20,0,0,0,1,0,1,0,2.6360869,0
0,37,1,0,0,0,1,1,0,4.2455249,0
0,25,0,0,0,0,1,1,0,2.9927619,0
1,36,0,0,0,1,0,1,0,1.6405228,0
0,38,0,0,1,1,1,1,0,1.969027,0
1,35,0,0,0,1,0,1,0,0.81854284,0
0,38,0,0,0,0,0,1,0,4.0484686,0
0,50,0,0,1,0,1,1,0,2.5568137,0
0,41,0,0,0,0,1,1,0,1.602013,0
0,45,0,0,0,1,0,1,0,0.47737211,0
1,44,0,0,1,0,1,1,0,2.9622788,1
0,59,0,1,0,1,0,1,0,0.97785872,0
1,38,0,0,0,1,0,1,0,0.81854284,0
1,32,0,0,0,1,1,1,0,2.6360869,0
0,42,0,0,0,0,0,1,0,0.38775992,1
0,26,0,0,0,0,0,1,0,2.7391353,1
0,21,0,0,0,1,0,1,0,0.34853929,0
1,23,0,0,0,1,0,1,0,1.4173794,0
0,51,0,0,0,0,1,1,0,4.2997828,0
1,31,0,0,0,0,1,1,0,2.5872967,0
1,45,0,0,0,0,1,1,0,2.9051204,0
1,31,0,0,0,1,1,1,0,2.1513486,0
0,19,0,0,0,0,0,1,0,1.8251567,1
1,37,0,0,0,1,0,1,0,2.5803392,0
0,20,0,0,0,0,0,1,0,1.4544207,1
1,32,0,0,1,0,1,1,0,1.5656455,0
1,50,0,0,0,1,1,1,0,2.1513486,0
1,43,0,0,0,0,1,1,0,2.9370141,0
0,49,0,0,0,1,0,1,0,1.3234271,0
1,42,0,0,0,1,1,1,0,2.4514532,0
0,32,0,0,0,1,1,1,0,0.94737577,0
1,27,0,0,1,0,0,1,0,2.6753078,0
0,28,0,0,0,1,0,1,0,0.76505417,0
0,42,0,0,1,0,1,1,0,2.3054991,0
1,38,0,0,0,1,1,1,0,4.2245202,0
1,34,0,0,1,0,0,1,0,3.3553214,0
1,35,0,0,0,1,1,1,0,2.0459881,0
0,52,0,0,0,1,1,1,0,0.76505417,0
1,22,0,0,1,1,0,1,0,1.2089703,0
0,50,0,1,0,1,1,1,0,0.3321901,0
1,53,0,0,0,0,1,1,0,1.7710893,0
0,19,0,0,1,1,0,1,0,0.79322511,0
0,50,0,0,0,1,1,1,0,0.6472711,0
0,40,0,0,1,0,0,1,0,2.8184085,0
1,45,0,0,0,1,0,1,0,1.5382441,0
0,20,0,0,1,0,0,1,0,1.4544207,1
0,61,1,0,0,0,1,1,0,2.6360869,0
1,23,0,0,0,0,0,0,0,3.6833851,0
0,45,0,0,0,0,0,1,0,1.6344267,0
1,41,1,0,0,0,0,1,0,1.2674713,0
1,49,1,0,0,0,1,1,0,0.9107964,0
0,29,0,0,0,0,0,1,0,0.50533146,0
1,38,0,0,0,1,1,1,0,3.3267102,0
0,51,1,0,0,0,1,1,0,1.5086334,0
0,22,1,0,1,0,0,1,0,2.3379128,0
0,28,0,0,0,0,0,1,0,2.1532204,0
0,40,0,0,0,1,1,1,0,3.2133815,0
1,43,0,0,1,0,1,1,0,1.1984785,0
0,31,0,0,0,0,0,1,0,2.5847728,0
