country,year,electricity,fiaccount,enrollment,gnipc,agemployment,indemployment,servicesemployment,lfp,lfpfemale,lfpmale,population,urbanpop
CAF,2013,11.5,NA,NA,283.45,72.72,6.66,20.63,NA,63.02,78.6,4802428,39.66
TCD,2013,8.09,NA,78.13,641.98,71.86,6.84,21.3,NA,51.78,73.6,13216766,22.25
CHL,2013,99.6,NA,93.69,10660.89,9.35,24.23,66.42,36.55,47.91,72.01,17509925,87.25
CHN,2013,99.99,NA,NA,5259.41,31.4,30.1,38.5,NA,63.06,76.72,1363240000,53.01
COL,2013,97.78,NA,92.8,4847.27,16.6,19.64,63.76,52.09,57.44,81.15,46237930,79.06
COM,2013,69.44,NA,86.71,1126.98,39.83,18.51,41.66,NA,32.69,55.87,699393,28.22
COD,2013,15.17,NA,NA,315.93,61.17,8.79,30.04,NA,62.45,69.76,73460021,41.63
COG,2013,42.5,NA,NA,1712.06,34.89,24.75,40.36,NA,66.74,69.27,4828066,64.63
CRI,2013,99.56,NA,98.9,9730.26,14.39,16.82,68.79,47.74,51.07,76.3,4791535,74.97
CIV,2013,61.45,NA,68.28,1076.98,45.17,11.82,43.01,50.87,53.89,75.42,22469268,48.59
HRV,2013,100,NA,98.27,9430.55,10.79,27.63,61.59,29.87,44.58,57.69,4255689,55.71
CUB,2013,98.5,NA,97.98,6194.31,18.61,17.21,64.18,NA,42.04,69.84,11321579,76.83
CZE,2013,100,NA,87.97,11765.49,3.03,37.51,59.46,31.55,50.92,68.08,10514272,73.29
DNK,2013,100,NA,98.65,43487.73,2.59,19.64,77.77,58.12,57.6,65.36,5614932,87.29
DJI,2013,58.64,NA,58.88,1681.71,1.59,5.23,93.18,NA,17.78,47.97,971753,77.22
DMA,2013,94.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,68819,68.98
DOM,2013,98.39,NA,93.4,5368.09,11.08,17.09,71.82,41.05,44.91,73.49,10157051,76.75
ECU,2013,98.03,NA,98.06,5009.23,26.65,19.08,54.27,41.11,48.11,76.66,15722989,63.13
EGY,2013,99.88,NA,NA,2833.4,27.96,24.11,47.93,34.46,22.98,73.54,93377890,42.89
SLV,2013,95.04,NA,91.64,3005.59,19.59,20.35,60.06,47.54,47.32,75.83,6185642,68.04
GNQ,2013,65.88,NA,NA,4235.28,54.06,15.73,30.21,NA,51.05,60.26,1243941,69.54
ERI,2013,43.49,NA,64.55,NA,65.06,8.41,26.53,NA,71.65,85.65,3296367,36.98
EST,2013,100,NA,98.44,13226.24,4.26,30.27,65.46,39.71,55.34,68.28,1317997,68.12
SWZ,2013,57.53,NA,84.58,2824.42,14.1,24.86,61.04,NA,46.66,56.55,1118319,23
ETH,2013,30.78,NA,NA,401.34,71.03,8.41,20.56,74.9,74.22,88.3,97084366,18.58
EMU,2013,100,NA,98.57,27382.47,3.44,23.95,72.62,40.62,50.66,63.74,337328817,75.93
FJI,2013,91.75,NA,99.13,NA,30.78,15.05,54.16,NA,42.8,77.51,913453,53.71
FIN,2013,100,NA,99.11,34265.05,4.13,22.85,73.02,51.83,55.51,62.87,5438972,85.13
FRA,2013,100,NA,98.91,30009.21,3.07,21.31,75.62,35.32,51.74,61.59,66002289,79.14
GAB,2013,86.4,NA,NA,4288.53,33.59,12.47,53.95,NA,39.76,56.67,1902226,87.16
GMB,2013,51.5,NA,70.04,444.24,51.81,6.5,41.69,NA,51.13,67.84,2124869,57.82
GEO,2013,100,NA,99.56,3055.67,47.33,10.82,41.86,40.75,56.43,79.7,3717668,56.69
DEU,2013,100,NA,88.19,33321.01,1.45,27.78,70.78,50.85,54.57,66.41,80645605,77.18
GHA,2013,70.7,NA,NA,1426.26,45.38,14.07,40.55,53.91,66.12,73.98,27525597,52.75
GRC,2013,100,NA,97.49,14276.73,13.69,15.56,70.75,28.51,43.95,60.45,10965211,77.36
GRD,2013,90.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,116945,35.9
GTM,2013,88.07,NA,89.94,3167.32,30.88,18.16,50.96,49.84,39.73,81.63,15043981,49.31
GIN,2013,32.18,NA,75.47,578.51,64.26,5.86,29.88,NA,49.64,65.17,11055430,34.55
GNB,2013,16.34,NA,NA,387.47,56.99,9.83,33.18,NA,48.68,64.34,1697753,41.31
GUY,2013,86.01,NA,NA,NA,18.71,23.52,57.77,NA,39.75,70.8,747420,26.4
HTI,2013,38.9,NA,NA,1305.36,48.72,11.98,39.3,NA,61.51,70.28,10261206,50.46
HND,2013,87.18,NA,80.16,1787.03,34.52,19.04,46.45,53.18,43.35,81.8,8960657,53.86
HUN,2013,99.99,NA,96.79,9179.3,4.78,29.9,65.33,27.39,44.71,60.01,9893082,69.95
IND,2013,83.13,NA,97.74,1223.73,46.43,24.43,29.14,NA,25.91,77.56,1291132063,32
IDN,2013,96.46,NA,93.73,2361.86,34.98,20.95,44.07,47.06,50.67,82.84,253275918,51.96
IRN,2013,99.83,NA,98.8,4669.34,17.13,34.7,48.16,25.88,13.26,67.13,78458928,72.3
IRQ,2013,99.02,NA,NA,6974.65,22.19,20.95,56.86,NA,12.8,72.4,35481800,69.6
IRL,2013,100,NA,99.54,30575.66,5.78,17.23,76.99,49.89,55.27,68.9,4623816,62.14
ISR,2013,100,NA,97.26,28875.07,1.24,17.73,81.02,52.51,58.21,69.38,8059500,92.03
ITA,2013,100,NA,99.64,24341.98,3.6,27.05,69.35,27.14,39.69,58.67,60233948,68.98
JAM,2013,93.9,NA,NA,4420.66,18.19,15.23,66.58,32.44,54.09,70.17,2773129,54.35
JPN,2013,100,NA,NA,26360.11,3.59,25.36,71.04,42.47,48.78,70.45,127445000,91.23
JOR,2013,99.69,NA,74.94,NA,3.53,21.96,74.51,NA,12.99,59.42,7694814,89.13
KAZ,2013,100,NA,99.34,7551.83,24.19,19.82,55.98,NA,66.41,75.48,17035551,57.05
KEN,2013,40.09,NA,NA,1034.1,38.01,13.36,48.64,NA,71.25,76.95,44792368,24.79
KIR,2013,78.83,NA,NA,2018.82,NA,NA,NA,NA,NA,NA,113311,49.93
PRK,2013,35.7,NA,NA,NA,46.53,14.23,39.24,NA,69.26,80.14,25001819,60.92
KOR,2013,100,NA,95.47,21757.93,5.89,24.61,69.49,24.73,50.65,73.3,50428893,81.78
XKX,2013,NA,NA,NA,NA,NA,NA,NA,22.76,NA,NA,1818117,NA
KWT,2013,100,NA,98.04,41642.4,2.32,24.84,72.84,NA,49.41,86.62,3646518,100
KGZ,2013,98.93,NA,98.42,822.16,31.67,20.21,48.12,50.13,49.32,76.62,5719600,35.52
LAO,2013,79.29,NA,96.24,1426.6,67.17,8.98,23.85,NA,56.61,64.52,6600742,31.87
LVA,2013,100,NA,96.74,9652.2,8.06,23.92,68.02,39.36,54.02,66.09,2012647,67.93
LBN,2013,99.61,NA,NA,6361.2,3.9,22.87,73.22,NA,24.78,68.13,5678851,87.79
LSO,2013,26.88,NA,86.9,943.57,30.61,33.9,35.49,45.12,57.12,73.78,2073939,26.1
LBR,2013,9.8,NA,NA,NA,42.61,9.73,47.66,NA,71.83,82.71,4427313,48.99
LBY,2013,77.07,NA,NA,NA,18.41,19.44,62.16,NA,33.89,61.16,5985221,78.76
LIE,2013,100,NA,NA,NA,NA,NA,NA,52.22,NA,NA,36806,14.33
LTU,2013,100,NA,99.67,10967.53,8.42,25.53,66.05,31.51,52.94,64.11,2957689,66.99
LUX,2013,100,NA,95.5,62209.67,1.59,12.04,86.37,25.9,52.51,66.34,543360,89.57
MDG,2013,12.9,NA,NA,346.79,71.2,8.19,20.62,NA,83.6,89.04,23588073,33.88
MWI,2013,9,NA,NA,NA,66.06,7.43,26.51,64.99,67.04,76.5,16024775,15.97
MYS,2013,99.6,NA,99.66,6396.68,12.69,27.94,59.36,NA,49.31,78.33,30134807,72.93
MDV,2013,99.36,NA,NA,NA,9.01,21.2,69.79,NA,38.62,68.05,400728,37.69
MLI,2013,32.42,NA,62.61,547.03,73.5,6.28,20.23,68.8,60.14,80.9,17004033,38.4
MLT,2013,100,NA,99.52,NA,1.26,21.57,77.16,53.49,40.43,66.96,425967,94.28
MRT,2013,37.58,NA,74.81,1511.3,34.18,17.44,48.38,NA,27.11,60.51,3742959,49.31
MUS,2013,99.4,NA,96.09,7982.16,7.15,27.06,65.79,43.22,44.47,74,1258927,41.22
MEX,2013,99.15,NA,99.49,7323.61,13.65,24.31,62.04,46.34,44.3,79.04,117290686,78.7
MDA,2013,99.64,NA,90.58,2532.26,28.81,17.69,53.5,42.55,38.59,44.52,2859558,42.53
MNG,2013,81.2,NA,95.08,3068.75,29.82,20.42,49.76,31.81,53.82,65.33,2845153,68.1
MAR,2013,97.2,NA,94.37,2533.48,38.04,21.94,40.02,32.23,24.75,71.97,33803527,59.7
MOZ,2013,22.41,NA,89.12,437.06,73.89,6.62,19.49,NA,79.25,80.07,25251731,33.36
MMR,2013,56.47,NA,NA,935.87,52.34,16.88,30.78,NA,51.51,79.45,50648334,29.46
NAM,2013,47.4,NA,98.21,3906.85,31.39,14.44,54.16,34.24,58.57,65.14,2204510,44.76
NPL,2013,77.44,NA,NA,779.66,66.23,14.56,19.22,NA,25.1,56.73,27381555,17.82
NLD,2013,100,NA,NA,36552.88,2.1,16.52,81.39,69.2,59.26,70.83,16804432,89.19
NZL,2013,100,NA,NA,30448.12,6.43,20.28,73.29,57.89,62.46,73.43,4442100,86.22
NIC,2013,81.9,NA,NA,1515.81,31.58,17.05,51.37,NA,47,83.29,6119379,57.51
NER,2013,15.15,NA,60.83,468.34,74.05,7.19,18.76,NA,64.29,86.81,18653199,16.21
NGA,2013,55.6,NA,NA,2275.16,38.27,11.81,49.92,26.17,51.61,58.9,174726123,46.12
NOR,2013,100,NA,99.86,61326.43,2.21,20.32,77.48,57.02,61.59,68.52,5079623,80.29
OMN,2013,100,NA,97.95,10519.51,5.27,37.41,57.32,NA,28.29,85.61,3816680,78.88
PAK,2013,89.33,NA,67.4,1097.79,42.24,22.92,34.84,41.4,22.75,78.79,205337562,35.61
PLW,2013,99.22,NA,96.76,NA,NA,NA,NA,NA,NA,NA,17805,76.86
PAN,2013,89.1,NA,93.06,NA,16.36,20.14,63.51,46.45,48.89,79.04,3821556,66.05
PNG,2013,17.79,NA,NA,NA,23.02,7.94,69.04,NA,47.52,48.86,8245627,12.98
PRY,2013,99.02,NA,NA,4845.74,22.82,17.47,59.71,58,57.69,82.08,6005652,60.2
PER,2013,92.14,NA,96.37,5185.82,26.02,17.8,56.18,65.79,70.27,85.71,30038809,76.99
PHL,2013,87.5,NA,NA,2742.28,31.05,15.58,53.38,41.83,48.21,74.67,99700107,45.9
POL,2013,100,NA,96.17,9698.1,12,30.54,57.46,33.3,48.84,64.98,38040196,60.53
PRT,2013,100,NA,98.98,14851.26,10.23,23.7,66.07,35,54.14,65.09,10457295,62.35
QAT,2013,100,NA,NA,NA,1.38,51.72,46.9,64.18,53.34,95.61,2035501,98.79
ROU,2013,98.1,NA,NA,6453.86,29.25,28.28,42.46,30.07,46.03,63.76,19983693,53.94
RUS,2013,100,NA,97.53,8028.7,6.99,27.79,65.21,39.87,55.91,71.06,143506995,73.86
RWA,2013,15.2,NA,NA,523.9,72.92,7.31,19.77,NA,54.45,67.8,11101350,16.95
WSM,2013,97,NA,NA,NA,28.68,14.74,56.57,NA,41.29,66.99,199939,19.39
SMR,2013,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,33285,96.37
SAU,2013,100,NA,97.83,19131.15,6.08,23.72,70.2,17.87,20.78,79.82,31482498,82.74
SEN,2013,57,NA,74.79,963.36,34.86,18.6,46.53,NA,34.08,59.96,13595566,45.02
SRB,2013,99.92,NA,96.34,4082.09,21.29,25.86,52.85,28.7,42.94,60.62,7164132,55.47
SLE,2013,13.5,NA,NA,621.94,59.16,5.87,34.98,NA,57.3,58.51,6964859,40.04
SGP,2013,100,NA,NA,NA,0.75,19.56,79.69,36.18,59.73,78.42,5399162,100
SVK,2013,100,NA,84.6,12371.68,3.31,35.82,60.87,30.79,51.03,68.13,5413393,54.14
SVN,2013,100,NA,98.44,15168.33,8.5,31.03,60.47,33.85,51.59,63.07,2059953,53.33
SOM,2013,51.55,NA,NA,NA,34.71,16.7,48.59,NA,20.71,48.41,12852485,42.12
ZAF,2013,85.2,NA,NA,5075.6,15.39,20.92,63.69,29.58,49.78,63.4,53873616,63.79
SSD,2013,3.81,NA,NA,723.47,62.04,14.6,23.36,NA,69.72,72.32,11106031,18.42
ESP,2013,100,NA,99.61,20429.79,4.3,19.75,75.95,37.78,52.89,65.43,46620045,79.13
LKA,2013,90.2,NA,96.51,NA,30.22,26,43.78,33.75,34.97,74.05,21131756,18.2
SDN,2013,43.1,NA,56.06,1185.2,43.97,14.66,41.37,NA,28.22,69.8,35990704,33.51
SUR,2013,94.58,NA,88.04,NA,6.73,25.26,68.01,31.43,42.93,66.03,563947,66.14
SWE,2013,100,NA,99.67,41662.35,2.03,19.16,78.81,54.5,60.16,67.66,9600379,85.94
CHE,2013,100,NA,99.63,66365.65,3.53,21.79,74.68,68.01,61.14,74.17,8089346,73.67
SYR,2013,90.4,NA,72.25,NA,14.4,24.7,60.9,NA,15.38,72.11,21495821,52.53
TJK,2013,99.04,NA,99.21,979.54,49.34,16.77,33.89,NA,30.89,54.22,8136610,26.59
TZA,2013,16.4,NA,85.01,641.59,68.7,6.13,25.17,64.81,81.12,88.29,49253643,30.2
THA,2013,99.4,NA,NA,NA,39.3,21.26,39.44,44.13,62.09,78.99,69578602,46.19
TLS,2013,59.18,NA,91.83,NA,50.97,7.28,41.75,27.84,61.66,72.79,1161555,28.78
TGO,2013,40.95,NA,NA,417.1,36.87,18.72,44.41,NA,55.41,61.34,7106229,39.06
TUR,2013,100,NA,93.43,NA,22.92,26.39,50.69,38.82,30.17,70.56,76576117,72.53
TKM,2013,99.94,NA,NA,NA,28.92,30.13,40.95,NA,48.84,46.78,5560095,49.54
TCA,2013,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,33594,91.48
UGA,2013,13.9,NA,95.64,590.64,71.92,7,21.08,75.82,66.06,74.51,35273570,20.96
UKR,2013,100,NA,93.74,2090.66,15.72,26.14,58.14,NA,50.98,62.68,45489648,68.88
ARE,2013,100,NA,NA,39145.91,2.98,29.93,67.08,NA,46.65,90.84,8751847,85.07
GBR,2013,100,NA,99.72,35632.11,1.06,18.87,80.07,58.32,56.76,68.76,64128273,82.1
USA,2013,100,NA,97.51,46651.95,1.62,19.69,78.69,55.05,56.36,68.79,316059947,81.3
URY,2013,99.61,NA,99.79,12594.33,9.29,21.58,69.13,53.37,55.37,75.32,3381180,94.84
UZB,2013,99.78,NA,95.61,NA,27.17,22.73,50.1,NA,42.18,72.95,30243200,50.95
VEN,2013,99.37,NA,93.7,NA,7.45,21.33,71.23,NA,49.07,76.65,29838021,88.13
VNM,2013,98.53,NA,100,1489.89,46.81,21.18,32,57.52,72.66,81.67,90267739,32.43
YEM,2013,75.6,NA,85.93,NA,27.98,15.49,56.53,NA,6.78,67.3,26984002,33.56
ZMB,2013,30.05,NA,88.23,NA,62.64,10.44,26.91,NA,51.67,66.93,15234976,40.87
ZWE,2013,40.64,NA,94.63,1112.41,66.68,7.91,25.4,NA,60.73,72.02,13555422,32.65
DZA,2013,99.19,NA,NA,3542.31,10.99,30.8,58.21,NA,16.47,68.96,38000626,69.58
AFG,2014,89.5,9.96,NA,NA,44.8,22.05,33.15,48.46,18.09,76.16,32716210,24.59
AGO,2014,32,29.32,NA,2642.87,57.6,8.09,34.31,26.1,74.86,79.93,27128337,62.73
ARG,2014,100,50.2,99.77,11257,8.59,22.2,69.2,38.6,47.43,72.02,42669500,91.38
ARM,2014,99.71,17.67,94.13,3322.56,34.83,16.73,48.45,37.57,55.59,69.14,2889930,63.11
AUS,2014,100,98.86,97.14,NA,2.8,20.98,76.22,66.56,58.64,70.93,23475686,85.6
AUT,2014,100,96.73,88.74,36018.09,4.84,25.75,69.41,57.07,55.3,66.42,8546356,57.53
BHR,2014,100,81.94,95.77,17406.73,1.08,35.22,63.7,NA,42.99,86.4,1311134,88.92
BGD,2014,62.4,30.99,NA,1147.63,44.39,20.55,35.06,NA,32.42,81.18,155961299,33.54
BRB,2014,100,NA,93.48,NA,2.6,18.58,78.82,46.32,60.45,67.78,277493,31.33
BLR,2014,96.78,71.98,93.43,5120.38,10.26,31.22,58.52,NA,58.04,70.18,9448515,76.69
BEL,2014,100,98.13,97.97,33181.21,1.22,21.39,77.39,30.19,48.08,59.23,11209057,97.83
BLZ,2014,91.47,48.21,99.22,3441.16,17.67,16.89,65.44,47.94,47.64,80.08,352335,45.34
BEN,2014,34.1,16.62,96.36,925.08,37.23,19.65,43.12,NA,64.14,72.22,10614844,45.17
BTN,2014,91.39,33.67,NA,2105.85,56.65,10.82,32.53,26.91,54.02,69.97,736357,37.92
BOL,2014,90.04,41.8,87.94,2483.69,30.99,20.61,48.4,51.41,61.17,81.56,10916987,68.05
BIH,2014,99.92,52.69,NA,3580.58,17.08,30,52.92,29,35.51,57.69,3571068,46.84
BWA,2014,60.02,51.96,NA,5013.54,22.41,16.02,61.57,NA,55.32,67.61,2260376,66.37
BRA,2014,99.65,68.12,97.44,7983.63,10.19,23.27,66.54,55.09,52.3,75.3,203459650,85.49
BGR,2014,95.93,62.99,94.01,5659.82,7.01,30.12,62.88,27.21,48.63,60.11,7223938,73.65
BFA,2014,19.2,14.36,68.3,531.72,77.23,6.14,16.63,51.64,57.68,73.96,18169842,26.93
BDI,2014,7,7.11,NA,186.84,86.19,3.5,10.32,52.9,80.47,77.37,10494913,11.78
CPV,2014,85.33,NA,93.27,2379.87,16.12,18.44,65.44,NA,50.35,68.18,546076,63.81
KHM,2014,56.1,22.17,95.35,947.02,46,23.77,30.24,72.01,63.82,77.16,15210817,21.8
CMR,2014,56.8,12.18,94.76,1100.55,47.61,14.08,38.31,48.52,67.01,77.3,22299585,53.98
CAN,2014,100,99.1,99.39,36564.92,1.71,20.18,78.11,64.2,61.55,70.56,35437435,81.22
CAF,2014,12.04,NA,NA,273.27,72.5,6.5,21,NA,62.99,78.73,4798734,39.96
TCD,2014,8.43,12.43,NA,659.39,70.83,7.23,21.93,NA,51.12,73.2,13697126,22.37
CHL,2014,100,63.26,93.46,10937.37,9.2,23.83,66.97,36.27,48.56,71.8,17687108,87.3
CHN,2014,100,78.93,NA,5679.25,29.5,29.9,40.6,NA,62.88,76.27,1371860000,54.26
COL,2014,97.79,39,92.91,5063.14,16.23,19.78,63.99,51.55,57.53,81.31,46677947,79.42
COM,2014,71.76,NA,82.72,1139.43,38.01,19.03,42.96,14.68,32.71,56.44,714612,28.34
COD,2014,13.5,17.48,NA,308.79,59.67,9.15,31.19,NA,62.45,69.75,76035588,42.18
COG,2014,43.4,17.07,NA,1860.52,34.46,24.62,40.93,NA,66.72,69.32,4944861,65.09
CRI,2014,99.36,64.55,97.22,9971.79,14.86,17.77,67.37,48.21,51.17,77.27,4844288,75.94
CIV,2014,61.9,34.32,72.86,1245.49,44.28,11.99,43.73,NA,54.28,75.01,22995555,49.01
HRV,2014,100,86.03,98.4,9372.55,9.52,26.98,63.5,33.63,46.42,58.84,4238389,55.92
CUB,2014,98.73,NA,95.07,6366.76,18.9,16.89,64.21,NA,42.02,69.95,11332026,76.86
CZE,2014,100,82.18,88.12,12159.28,2.75,38.04,59.21,32.2,50.86,68.2,10525347,73.38
DNK,2014,100,100,98.36,44950.71,2.48,19.37,78.15,58.27,57.02,65.62,5643475,87.41
DJI,2014,58.89,NA,67.53,1911.7,1.51,5.33,93.16,NA,17.87,47.66,989087,77.31
DMA,2014,95.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,69371,69.28
DOM,2014,98.47,54.09,91.68,5667.8,11.26,17.79,70.95,40.87,45.2,73.75,10282115,77.67
ECU,2014,98.98,46.21,97.85,5114.86,25.28,19.95,54.76,40.15,47.67,77.82,15957994,63.26
EGY,2014,99.8,14.13,98.94,2866.87,27.55,24.41,48.05,33.79,23.13,72.76,95592324,42.84
SLV,2014,95.13,36.72,89.15,3019.81,18.76,20.89,60.35,46.31,45.98,74.94,6209526,68.87
GNQ,2014,66,NA,NA,4518.01,54.2,15.53,30.27,NA,51.11,60.04,1295183,70.08
ERI,2014,44.63,NA,63.46,NA,62.44,8.46,29.11,NA,71.26,85.59,3323425,37.59
EST,2014,100,97.67,94.38,13842.32,3.86,30.15,65.99,39.07,54.54,68.79,1314545,68.27
SWZ,2014,65,NA,85.37,2865.02,13.78,24.74,61.47,NA,46.72,56.28,1125865,23.15
ETH,2014,27.2,21.79,85.74,447.1,69.69,8.63,21.68,NA,74.3,87.97,99746766,19
EMU,2014,100,94.68,98.07,27685.25,3.37,23.75,72.88,39.8,50.71,63.45,338486932,76.13
FJI,2014,92.95,NA,NA,NA,30.38,14.8,54.82,38.07,41.42,76.13,915560,54.22
FIN,2014,100,100,99.44,34470.42,4.26,21.9,73.85,52.06,55.48,62.54,5461512,85.18
FRA,2014,100,96.58,98.15,30219.02,2.85,20.53,76.62,34.38,51.65,61,66312067,79.39
GAB,2014,87.08,33.01,NA,4612.94,32.83,12.87,54.31,NA,39.8,56.49,1966855,87.65
GMB,2014,53.04,NA,69.82,422.46,51.93,6.56,41.51,NA,52.11,67.46,2189019,58.53
GEO,2014,100,39.67,99.32,3277.4,46.06,11.1,42.84,41.45,57.35,79.82,3719414,57.07
DEU,2014,100,98.76,88.14,33962.52,1.43,28.05,70.52,49.92,54.76,66.32,80982500,77.19
GHA,2014,78.3,40.51,NA,1324.68,40.42,16.19,43.39,NA,65.59,73.76,28196358,53.42
GRC,2014,100,87.52,96.53,14765.35,13.57,14.98,71.45,27.93,44.32,59.54,10892413,77.7
GRD,2014,91.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,117972,35.94
GTM,2014,85.49,41.35,88.1,3249.64,31.53,19.46,49.01,51.61,40.02,82.36,15306316,49.63
GIN,2014,33.53,6.96,79.3,583.75,63.72,5.95,30.32,NA,48.42,65.05,11333365,34.84
GNB,2014,17.2,NA,NA,414.23,56.45,9.85,33.7,NA,48.71,64.22,1743309,41.72
GUY,2014,86.9,NA,NA,NA,18.72,23.32,57.96,NA,40.3,70.03,751115,26.41
HTI,2014,39.55,18.86,NA,1299.45,48.21,12.03,39.75,NA,61.84,70.11,10412740,51.44
HND,2014,88.65,31.49,79.92,1825.75,28.83,22.02,49.14,53.8,45.94,82.19,9127846,54.51
HUN,2014,100,72.26,96.96,9570.37,4.68,30.5,64.82,29.52,46.05,61.72,9866468,70.23
IND,2014,85.13,53.14,NA,1293.42,45.78,24.53,29.69,NA,24.77,76.73,1307246509,32.38
IDN,2014,97.01,36.06,93.18,2426.42,34.28,21.4,44.32,45.88,50.6,82.63,256229761,52.64
IRN,2014,100,92.28,99.63,4531.03,16.93,34.1,48.97,24.57,12.89,66.92,79961672,72.83
IRQ,2014,99.24,10.97,NA,6598.25,22.16,20.66,57.18,31.06,13.74,73.33,36746488,69.76
IRL,2014,100,94.71,99.59,32589.67,5.44,17.3,77.26,48.05,54.93,68.84,4657740,62.34
ISR,2014,100,89.95,97.06,30031.06,1.11,17.68,81.21,52.53,59.18,69.44,8215700,92.1
ITA,2014,100,87.33,98.9,24322.08,3.64,26.9,69.45,27.14,40.14,58.73,60789140,69.27
JAM,2014,93.3,78.46,NA,4412.61,18.42,14.94,66.64,32.77,54.67,71.09,2784543,54.58
JPN,2014,100,96.65,NA,26473.41,3.52,25.31,71.17,42.96,49.21,70.39,127276000,91.3
JOR,2014,99.79,24.62,NA,NA,3.5,21.49,75.01,NA,12.27,58.15,8658026,90
KAZ,2014,100,53.91,99.45,7903.72,20.98,20.27,58.75,NA,66.34,75.35,17288285,57.12
KEN,2014,36,74.66,NA,1039.19,37.26,13.58,49.16,NA,71.31,77.12,45831863,25.22
KIR,2014,83.39,NA,98.65,2349.51,NA,NA,NA,NA,NA,NA,114985,50.77
PRK,2014,37.83,NA,NA,NA,46.06,14.17,39.77,NA,69.22,80.11,25126131,61.1
KOR,2014,100,94.36,95.9,22262.32,5.5,24.8,69.7,26.63,51.82,74.11,50746659,81.71
XKX,2014,NA,47.8,NA,NA,NA,NA,NA,23.04,NA,NA,1812771,NA
KWT,2014,100,72.91,97.96,38097.3,2.28,24.91,72.82,NA,49.67,87.02,3761584,100
KGZ,2014,99.8,18.47,98.09,850.4,31.59,20.43,47.98,46.91,50.48,75.14,5835500,35.64
LAO,2014,82.5,NA,96.54,1568.66,65.52,9.19,25.29,NA,56.42,64.25,6691454,32.49
LVA,2014,100,90.22,96.46,9941.17,7.5,23.85,68.65,40.41,53.41,66.47,1993782,67.95
LBN,2014,99.67,46.93,NA,5979.88,3.91,22.52,73.57,NA,25.44,68.36,6274342,87.95
LSO,2014,27.8,NA,87.89,987.15,30.44,33.98,35.58,NA,57.2,73.47,2095242,26.5
LBR,2014,9.4,NA,38.83,NA,42.06,9.35,48.59,55.32,71.87,82.53,4519398,49.4
LBY,2014,75.45,NA,NA,NA,19.05,18.22,62.73,NA,33.89,61.11,6097764,79.01
LIE,2014,100,NA,97.5,NA,NA,NA,NA,51.95,NA,NA,37096,14.31
LTU,2014,100,77.91,99.75,11660.91,9.17,24.72,66.11,34.22,53.86,65.03,2932367,67.11
LUX,2014,100,96.17,96.36,64337.86,1.43,10.98,87.59,26.32,53.45,66.76,556319,89.88
MDG,2014,22.98,8.55,NA,345.09,73.1,8.7,18.2,NA,83.47,89,24215976,34.53
MWI,2014,11.9,18.09,NA,NA,65.27,7.5,27.23,NA,66.15,75.48,16477966,16.13
MYS,2014,99.72,80.67,99.89,6487.88,12.59,27.75,59.66,43.36,50.28,78.01,30606459,73.58
MDV,2014,100,NA,NA,7741.57,7.97,22.71,69.32,57.39,39.26,68.94,416738,38.11
MLI,2014,34.22,20.08,63.47,589.59,66.7,8,25.3,59.63,60.13,80.92,17551814,39.2
MLT,2014,100,96.33,98.94,NA,1.29,20.72,77.99,52.9,42.08,67.61,434558,94.35
MRT,2014,38.8,22.87,76.94,1322.92,33.6,17.59,48.81,NA,26.88,59.75,3843174,50.2
MUS,2014,99.47,82.21,96.52,8300.74,7.35,26.37,66.28,44.09,44.72,74.29,1261208,41.11
MEX,2014,99.17,39.14,99.38,7563.92,13.77,24.81,61.42,45.54,43.34,78.9,118755887,78.99
MDA,2014,99.75,17.76,90,2675.73,32.43,17.39,50.18,43.87,40.05,46.94,2857815,42.5
MNG,2014,85.98,91.82,95.3,3095.72,27.98,20.72,51.3,30.61,54.37,66,2902823,68.16
MAR,2014,97.28,NA,93.73,2391.92,37.26,21.95,40.79,32.31,24.81,71.37,34248603,60.26
MOZ,2014,24.8,NA,89.91,451.22,73.09,7.14,19.77,NA,78.69,80.07,26038704,33.88
MMR,2014,52,22.78,96.13,975.56,52.26,16.69,31.05,NA,51.12,79.2,51072436,29.65
NAM,2014,48.38,58.83,NA,4130.81,29.32,14.83,55.85,32.65,57.21,64.81,2243001,45.83
NPL,2014,84.9,33.8,99,834.76,65.54,14.72,19.73,NA,25.73,56.05,27462106,18.18
NLD,2014,100,99.3,NA,36276.37,2.29,16.23,81.48,67.35,58.46,70.5,16865008,89.69
NZL,2014,100,99.53,97.48,31022.2,6.23,20.85,72.92,60.05,63.39,74.34,4516500,86.28
NIC,2014,81.85,19.44,NA,1627.49,31.39,17.65,50.96,51.66,47.88,83.04,6208676,57.7
NER,2014,15.73,6.71,60.86,476.03,73.42,7.18,19.39,62.12,62.1,84.79,19372014,16.22
NGA,2014,54.15,44.44,NA,2295.61,37.52,12.04,50.43,NA,51.68,60.04,179379016,46.98
NOR,2014,100,100,99.83,61994.75,2.25,20.44,77.31,54.41,61.39,68.15,5137232,80.69
OMN,2014,100,NA,97.62,10252.11,5.29,37.34,57.37,NA,29.04,86.73,4009267,80.15
